,Cities
1919,hancocks bridge
1920,harrisonville
1921,jobstown
1922,juliustown
1923,voorhees
1924,lawnside
1925,willingboro
1926,lumberton
1927,magnolia
1928,manahawkin
1929,mantua
1930,maple shade
1931,marlton
1932,mount laurel
1933,mickleton
1934,moorestown
1935,mount ephraim
1936,mount royal
1937,mullica hill
1938,national park
1939,new lisbon
1940,paulsboro
1941,pedricktown
1942,pemberton
1943,penns grove
1944,pennsville
1945,pitman
1946,quinton
1947,rancocas
1948,richwood
1949,runnemede
1950,sewell
1951,sicklerville
1952,somerdale
1953,swedesboro
1954,thorofare
1955,tuckerton
1956,vincentown
1957,waterford works
1958,wenonah
1959,west berlin
1960,west creek
1961,westville
1962,winslow
1963,west deptford
1964,woodbury heights
1965,woodstown
1966,audubon
1967,oaklyn
1968,collingswood
1969,merchantville
1970,pennsauken
1971,absecon
1972,avalon
1973,brigantine
1974,cape may
1975,cape may court house
1976,cape may point
1977,cologne
1978,dennisville
1979,egg harbor city
1980,elwood
1981,green creek
1982,leeds point
1983,marmora
1984,new gretna
1985,ocean city
1986,ocean view
1987,oceanville
1988,pleasantville
1989,egg harbor township
1990,pomona
1991,port republic
1992,sea isle city
1993,somers point
1994,south seaville
1995,stone harbor
1996,strathmere
1997,tuckahoe
1998,villas
1999,whitesboro
2000,wildwood
2001,woodbine
2002,bridgeton
2003,buena
2004,cedarville
2005,clayton
2006,deerfield street
2007,delmont
2008,dividing creek
2009,dorothy
2010,elmer
2011,estell manor
2012,fairton
2013,fortescue
2014,franklinville
2015,heislerville
2016,landisville
2017,leesburg
2018,malaga
2019,mauricetown
2020,mays landing
2021,milmay
2022,minotola
2023,mizpah
2024,monroeville
2025,norma
2026,port elizabeth
2027,port norris
2028,richland
2029,rosenhayn
2030,shiloh
2031,vineland
2032,atlantic city
2033,margate city
2034,longport
2035,ventnor city
2036,allentown
2037,belle mead
2038,blawenburg
2039,bordentown
2040,millstone township
2041,cookstown
2042,cranbury
2043,cream ridge
2044,hightstown
2045,hopewell
2046,imlaystown
2047,lambertville
2048,new egypt
2049,pennington
2050,plainsboro
2051,princeton junction
2052,ringoes
2053,roebling
2054,roosevelt
2055,rosemont
2056,sergeantsville
2057,skillman
2058,stockton
2059,titusville
2060,wrightstown
2061,trenton
2062,fort dix
2063,lawrence township
2064,lakewood
2065,allenwood
2066,bayville
2067,beachwood
2068,brick
2069,brielle
2070,forked river
2071,island heights
2072,lakehurst
2073,lanoka harbor
2074,lavallette
2075,manasquan
2076,mantoloking
2077,normandy beach
2078,ocean gate
2079,pine beach
2080,point pleasant beach
2081,sea girt
2082,seaside heights
2083,seaside park
2084,toms river
2085,waretown
2086,manchester township
2087,annandale
2088,asbury
2089,baptistown
2090,bloomsbury
2091,bound brook
2092,broadway
2093,dayton
2094,dunellen
2095,east brunswick
2096,edison
2097,flagtown
2098,flemington
2099,franklin park
2100,kendall park
2101,frenchtown
2102,glen gardner
2103,helmetta
2104,high bridge
2105,iselin
2106,monroe township
2107,keasbey
2108,little york
2109,martinsville
2110,metuchen
2111,middlesex
2112,milltown
2113,monmouth junction
2114,neshanic station
2115,piscataway
2116,old bridge
2117,oldwick
2118,parlin
2119,perth amboy
2120,fords
2121,phillipsburg
2122,pittstown
2123,quakertown
2124,raritan
2125,readington
2126,sayreville
2127,south amboy
2128,south bound brook
2129,south river
2130,spotswood
2131,stanton
2132,stewartsville
2133,three bridges
2134,whitehouse
2135,whitehouse station
2136,zarephath
2137,new brunswick
2138,north brunswick
2139,highland park
2140,apo
2141,dpo
2142,fpo
2143,new york
2144,staten island
2145,bronx
2146,amawalk
2147,ardsley
2148,ardsley on hudson
2149,armonk
2150,baldwin place
2151,bedford hills
2152,briarcliff manor
2153,buchanan
2154,chappaqua
2155,cold spring
2156,crompond
2157,cross river
2158,croton falls
2159,croton on hudson
2160,dobbs ferry
2161,elmsford
2162,garrison
2163,goldens bridge
2164,granite springs
2165,hartsdale
2166,jefferson valley
2167,katonah
2168,lake peekskill
2169,larchmont
2170,lincolndale
2171,mahopac
2172,mahopac falls
2173,mamaroneck
2174,maryknoll
2175,millwood
2176,mohegan lake
2177,montrose
2178,mount kisco
2179,ossining
2180,peekskill
2181,cortlandt manor
2182,port chester
2183,pound ridge
2184,purchase
2185,purdys
2186,putnam valley
2187,scarsdale
2188,shenorock
2189,shrub oak
2190,south salem
2191,tarrytown
2192,thornwood
2193,valhalla
2194,verplanck
2195,waccabuc
2196,yorktown heights
2197,white plains
2198,west harrison
2199,yonkers
2200,hastings on hudson
2201,bronxville
2202,eastchester
2203,new rochelle
2204,suffern
2205,arden
2206,bear mountain
2207,bellvale
2208,blauvelt
2209,blooming grove
2210,bullville
2211,campbell hall
2212,central valley
2213,circleville
2214,congers
2215,fort montgomery
2216,garnerville
2217,greenwood lake
2218,harriman
2219,haverstraw
2220,highland falls
2221,highland mills
2222,hillburn
2223,howells
2224,monsey
2225,mountainville
2226,nanuet
2227,new city
2228,nyack
2229,orangeburg
2230,otisville
2231,palisades
2232,pearl river
2233,pine island
2234,slate hill
2235,sloatsburg
2236,southfields
2237,sparkill
2238,spring valley
2239,sterling forest
2240,stony point
2241,sugar loaf
2242,tallman
2243,tappan
2244,thiells
2245,thompson ridge
2246,tomkins cove
2247,tuxedo park
2248,valley cottage
2249,washingtonville
2250,west haverstraw
2251,west nyack
2252,west point
2253,westtown
2254,floral park
2255,elmont
2256,glen oaks
2257,franklin square
2258,great neck
2259,manhasset
2260,new hyde park
2261,port washington
2262,inwood
2263,long island city
2264,astoria
2265,sunnyside
2266,flushing
2267,college point
2268,whitestone
2269,bayside
2270,little neck
2271,oakland gardens
2272,fresh meadows
2273,corona
2274,east elmhurst
2275,jackson heights
2276,elmhurst
2277,rego park
2278,forest hills
2279,woodside
2280,maspeth
2281,middle village
2282,cambria heights
2283,springfield gardens
2284,howard beach
2285,kew gardens
2286,ozone park
2287,richmond hill
2288,south richmond hill
2289,south ozone park
2290,woodhaven
2291,rosedale
2292,bellerose
2293,queens village
2294,mineola
2295,albertson
2296,atlantic beach
2297,baldwin
2298,carle place
2299,cedarhurst
2300,east rockaway
2301,garden city
2302,glen head
2303,glenwood landing
2304,greenvale
2305,hempstead
2306,west hempstead
2307,uniondale
2308,east meadow
2309,hewlett
2310,island park
2311,locust valley
2312,long beach
2313,lynbrook
2314,malverne
2315,merrick
2316,old westbury
2317,point lookout
2318,rockville centre
2319,oceanside
2320,roslyn
2321,roslyn heights
2322,sea cliff
2323,valley stream
2324,westbury
2325,rockville center
2326,williston park
2327,woodmere
2328,far rockaway
2329,arverne
2330,rockaway park
2331,breezy point
2332,amityville
2333,babylon
2334,north babylon
2335,west babylon
2336,bayport
2337,bay shore
2338,bellmore
2339,bellport
2340,bethpage
2341,blue point
2342,bohemia
2343,brentwood
2344,brightwaters
2345,brookhaven
2346,centereach
2347,centerport
2348,central islip
2349,cold spring harbor
2350,commack
2351,copiague
2352,coram
2353,deer park
2354,east islip
2355,east northport
2356,east norwich
2357,east setauket
2358,farmingville
2359,great river
2360,greenlawn
2361,huntington station
2362,melville
2363,islandia
2364,islip
2365,islip terrace
2366,kings park
2367,lake grove
2368,levittown
2369,lindenhurst
2370,massapequa
2371,massapequa park
2372,miller place
2373,mill neck
2374,mount sinai
2375,nesconset
2376,northport
2377,ocean beach
2378,oyster bay
2379,patchogue
2380,syosset
2381,port jefferson station
2382,port jefferson
2383,rocky point
2384,ronkonkoma
2385,saint james
2386,sayville
2387,seaford
2388,selden
2389,smithtown
2390,hauppauge
2391,sound beach
2392,stony brook
2393,wading river
2394,wantagh
2395,west islip
2396,west sayville
2397,wyandanch
2398,hicksville
2399,plainview
2400,old bethpage
2401,riverhead
2402,amagansett
2403,aquebogue
2404,bridgehampton
2405,calverton
2406,center moriches
2407,cutchogue
2408,east marion
2409,east moriches
2410,east quogue
2411,greenport
2412,hampton bays
2413,jamesport
2414,laurel
2415,manorville
2416,mastic
2417,mastic beach
2418,mattituck
2419,middle island
2420,montauk
2421,moriches
2422,new suffolk
2423,peconic
2424,quogue
2425,remsenburg
2426,ridge
2427,sagaponack
2428,sag harbor
2429,shelter island
2430,shelter island heights
2431,south jamesport
2432,southold
2433,speonk
2434,wainscott
2435,water mill
2436,westhampton
2437,westhampton beach
2438,yaphank
2439,alcove
2440,alplaus
2441,altamont
2442,amsterdam
2443,auriesville
2444,austerlitz
2445,averill park
2446,ballston lake
2447,ballston spa
2448,berne
2449,brainard
2450,broadalbin
2451,burnt hills
2452,buskirk
2453,caroga lake
2454,castleton on hudson
2455,central bridge
2456,charlotteville
2457,cherry plain
2458,clarksville
2459,climax
2460,cobleskill
2461,coeymans
2462,coeymans hollow
2463,cohoes
2464,columbiaville
2465,coxsackie
2466,cropseyville
2467,delanson
2468,delmar
2469,dormansville
2470,duanesburg
2471,eagle bridge
2472,earlton
2473,east berne
2474,east chatham
2475,east greenbush
2476,east nassau
2477,east schodack
2478,east worcester
2479,clifton park
2480,esperance
2481,feura bush
2482,fonda
2483,fort hunter
2484,fort johnson
2485,fultonham
2486,fultonville
2487,gallupville
2488,galway
2489,ghent
2490,gilboa
2491,glenmont
2492,gloversville
2493,guilderland
2494,guilderland center
2495,hagaman
2496,hannacroix
2497,hoosick
2498,hoosick falls
2499,howes cave
2500,johnsonville
2501,johnstown
2502,kinderhook
2503,knox
2504,latham
2505,malden bridge
2506,maryland
2507,mayfield
2508,mechanicville
2509,medusa
2510,middleburgh
2511,nassau
2512,new baltimore
2513,new lebanon
2514,niverville
2515,north blenheim
2516,north hoosick
2517,northville
2518,old chatham
2519,pattersonville
2520,petersburg
2521,piseco
2522,poestenkill
2523,quaker street
2524,ravena
2525,rensselaer
2526,rensselaerville
2527,rexford
2528,richmondville
2529,rotterdam junction
2530,round lake
2531,sand lake
2532,schaghticoke
2533,schenevus
2534,schodack landing
2535,schoharie
2536,selkirk
2537,slingerlands
2538,sloansville
2539,south bethlehem
2540,speculator
2541,spencertown
2542,sprakers
2543,stephentown
2544,stottville
2545,stuyvesant
2546,stuyvesant falls
2547,surprise
2548,tribes hill
2549,valatie
2550,valley falls
2551,voorheesville
2552,warnerville
2553,watervliet
2554,west coxsackie
2555,westerlo
2556,west fulton
2557,west sand lake
2558,wynantskill
2559,schenectady
2560,acra
2561,arkville
2562,bearsville
2563,big indian
2564,bloomington
2565,boiceville
2566,cairo
2567,catskill
2568,connelly
2569,cornwallville
2570,cottekill
2571,cragsmoor
2572,denver
2573,east durham
2574,east jewett
2575,elka park
2576,ellenville
2577,esopus
2578,fleischmanns
2579,glasco
2580,glenford
2581,grand gorge
2582,greenfield park
2583,haines falls
2584,halcottsville
2585,hensonville
2586,high falls
2587,highmount
2588,hunter
2589,hurley
2590,jewett
2591,kerhonkson
2592,lake hill
2593,lake katrine
2594,lanesville
2595,malden on hudson
2596,maplecrest
2597,margaretville
2598,mount marion
2599,mount tremper
2600,napanoch
2601,new kingston
2602,oak hill
2603,olivebridge
2604,palenville
2605,phoenicia
2606,pine hill
2607,port ewen
2608,prattsville
2609,preston hollow
2610,purling
2611,rifton
2612,rosendale
2613,round top
2614,ruby
2615,saugerties
2616,shandaken
2617,shokan
2618,south cairo
2619,spring glen
2620,stone ridge
2621,tannersville
2622,tillson
2623,ulster park
2624,wawarsing
2625,west camp
2626,west hurley
2627,west kill
2628,west park
2629,west shokan
2630,willow
2631,amenia
2632,ancram
2633,ancramdale
2634,annandale on hudson
2635,bangall
2636,barrytown
2637,beacon
2638,billings
2639,castle point
2640,claverack
2641,clinton corners
2642,clintondale
2643,copake
2644,copake falls
2645,cornwall on hudson
2646,craryville
2647,dover plains
2648,elizaville
2649,fishkill
2650,germantown
2651,glenham
2652,highland
2653,hollowville
2654,holmes
2655,hopewell junction
2656,hughsonville
2657,lagrangeville
2658,maybrook
2659,mellenville
2660,millbrook
2661,millerton
2662,modena
2663,newburgh
2664,new windsor
2665,new paltz
2666,patterson
2667,pawling
2668,philmont
2669,pine bush
2670,pine plains
2671,plattekill
2672,pleasant valley
2673,poughquag
2674,red hook
2675,rhinebeck
2676,rhinecliff
2677,rock tavern
2678,salisbury mills
2679,salt point
2680,staatsburg
2681,stanfordville
2682,stormville
2683,tivoli
2684,vails gate
2685,verbank
2686,walden
2687,walker valley
2688,wallkill
2689,wappingers falls
2690,wassaic
2691,west copake
2692,wingdale
2693,poughkeepsie
2694,barryville
2695,bloomingburg
2696,burlingham
2697,callicoon
2698,callicoon center
2699,claryville
2700,cochecton
2701,cochecton center
2702,cuddebackville
2703,eldred
2704,fallsburg
2705,ferndale
2706,fremont center
2707,glen spey
2708,glen wild
2709,grahamsville
2710,hankins
2711,harris
2712,highland lake
2713,hortonville
2714,huguenot
2715,hurleyville
2716,kauneonga lake
2717,kenoza lake
2718,kiamesha lake
2719,lake huntington
2720,livingston manor
2721,loch sheldrake
2722,long eddy
2723,mongaup valley
2724,mountain dale
2725,narrowsburg
2726,neversink
2727,north branch
2728,obernburg
2729,parksville
2730,phillipsport
2731,pond eddy
2732,port jervis
2733,rock hill
2734,roscoe
2735,forestburgh
2736,smallwood
2737,south fallsburg
2738,sparrow bush
2739,summitville
2740,swan lake
2741,thompsonville
2742,westbrookville
2743,white lake
2744,white sulphur springs
2745,woodbourne
2746,woodridge
2747,wurtsboro
2748,youngsville
2749,yulan
2750,glens falls
2751,south glens falls
2752,queensbury
2753,adirondack
2754,argyle
2755,bakers mills
2756,blue mountain lake
2757,bolton landing
2758,brant lake
2759,chestertown
2760,clemons
2761,cleverdale
2762,comstock
2763,cossayuna
2764,diamond point
2765,fort ann
2766,fort edward
2767,gansevoort
2768,greenfield center
2769,hague
2770,hudson falls
2771,huletts landing
2772,indian lake
2773,johnsburg
2774,kattskill bay
2775,lake george
2776,lake luzerne
2777,long lake
2778,middle falls
2779,middle granville
2780,middle grove
2781,minerva
2782,newcomb
2783,north creek
2784,north granville
2785,north hudson
2786,north river
2787,olmstedville
2788,paradox
2789,porter corners
2790,putnam station
2791,riparius
2792,rock city falls
2793,sabael
2794,saratoga springs
2795,schroon lake
2796,schuylerville
2797,severance
2798,shushan
2799,silver bay
2800,stony creek
2801,ticonderoga
2802,victory mills
2803,warrensburg
2804,wevertown
2805,whitehall
2806,plattsburgh
2807,altona
2808,keeseville
2809,au sable forks
2810,bombay
2811,brainardsville
2812,brushton
2813,burke
2814,cadyville
2815,champlain
2816,chateaugay
2817,chazy
2818,childwold
2819,churubusco
2820,constable
2821,cranberry lake
2822,crown point
2823,dannemora
2824,dickinson center
2825,elizabethtown
2826,ellenburg
2827,ellenburg center
2828,ellenburg depot
2829,fort covington
2830,gabriels
2831,keene valley
2832,lake clear
2833,lake placid
2834,lawrenceville
2835,lewis
2836,lyon mountain
2837,malone
2838,mineville
2839,moira
2840,mooers
2841,mooers forks
2842,moriah
2843,moriah center
2844,morrisonville
2845,new russia
2846,nicholville
2847,north bangor
2848,north lawrence
2849,paul smiths
2850,piercefield
2851,port henry
2852,port kent
2853,rainbow lake
2854,ray brook
2855,redford
2856,rouses point
2857,saint regis falls
2858,saranac
2859,saranac lake
2860,schuyler falls
2861,tupper lake
2862,upper jay
2863,vermontville
2864,west chazy
2865,whippleville
2866,willsboro
2867,witherbee
2868,apulia station
2869,baldwinsville
2870,bernhards bay
2871,brewerton
2872,camillus
2873,canastota
2874,cato
2875,cayuga
2876,cazenovia
2877,central square
2878,chittenango
2879,cicero
2880,cincinnatus
2881,clay
2882,cleveland
2883,clockville
2884,constantia
2885,cortland
2886,delphi falls
2887,de ruyter
2888,durhamville
2889,east homer
2890,east syracuse
2891,elbridge
2892,erieville
2893,fabius
2894,fayette
2895,fayetteville
2896,freeville
2897,fulton
2898,genoa
2899,hannibal
